year,month,carrier,carrier_name,airport,airport_name,arr_flights,arr_del15,carrier_ct,weather_ct,nas_ct,security_ct,late_aircraft_ct,arr_cancelled,arr_diverted,arr_delay,carrier_delay,weather_delay,nas_delay,security_delay,late_aircraft_delay
2013,8,9E,Endeavor Air Inc.,EWR,"Newark, NJ: Newark Liberty International",95.00,30.00,9.10,1.00,14.11,0.00,5.78,5.00,0.00,2098.00,740.00,30.00,887.00,0.00,441.00
2013,8,9E,Endeavor Air Inc.,PSC,"Pasco/Kennewick/Richland, WA: Tri Cities",98.00,10.00,4.88,0.00,2.05,0.00,3.07,0.00,0.00,625.00,325.00,0.00,44.00,0.00,256.00
2013,8,9E,Endeavor Air Inc.,SYR,"Syracuse, NY: Syracuse Hancock International",93.00,8.00,2.56,0.00,0.62,0.00,4.82,1.00,0.00,458.00,157.00,0.00,32.00,0.00,269.00
2013,8,9E,Endeavor Air Inc.,JAX,"Jacksonville, FL: Jacksonville International",88.00,20.00,5.33,0.00,8.40,0.00,6.27,4.00,0.00,940.00,277.00,0.00,299.00,0.00,364.00
2013,8,9E,Endeavor Air Inc.,FSD,"Sioux Falls, SD: Joe Foss Field",79.00,9.00,5.71,0.02,2.30,0.00,0.97,0.00,0.00,559.00,227.00,6.00,51.00,0.00,275.00
2013,8,9E,Endeavor Air Inc.,BOI,"Boise, ID: Boise Air Terminal",13.00,1.00,0.89,0.00,0.11,0.00,0.00,1.00,0.00,56.00,50.00,0.00,6.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,FAR,"Fargo, ND: Hector International",33.00,2.00,1.00,0.00,1.00,0.00,0.00,1.00,0.00,119.00,93.00,0.00,26.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",138.00,27.00,9.71,0.00,10.52,0.00,6.77,1.00,0.00,1416.00,396.00,0.00,517.00,0.00,503.00
2013,8,9E,Endeavor Air Inc.,GRR,"Grand Rapids, MI: Gerald R. Ford International",144.00,17.00,11.04,1.00,1.98,0.00,2.98,3.00,0.00,758.00,509.00,31.00,44.00,0.00,174.00
2013,8,9E,Endeavor Air Inc.,MLI,"Moline, IL: Quad City International",203.00,22.00,10.34,0.49,5.98,0.00,5.18,1.00,0.00,1006.00,571.00,41.00,190.00,0.00,204.00
2013,8,9E,Endeavor Air Inc.,MDT,"Harrisburg, PA: Harrisburg International",175.00,39.00,20.89,0.50,2.98,0.00,14.63,2.00,1.00,2412.00,1266.00,41.00,175.00,0.00,930.00
2013,8,9E,Endeavor Air Inc.,LEX,"Lexington, KY: Blue Grass",185.00,28.00,11.14,1.33,6.92,0.00,8.60,4.00,1.00,1575.00,773.00,104.00,236.00,0.00,462.00
2013,8,9E,Endeavor Air Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",139.00,20.00,11.47,0.00,6.82,0.00,1.70,4.00,0.00,1046.00,543.00,0.00,425.00,0.00,78.00
2013,8,9E,Endeavor Air Inc.,DLH,"Duluth, MN: Duluth International",180.00,29.00,19.45,0.69,5.37,0.00,3.49,3.00,0.00,1723.00,1317.00,42.00,142.00,0.00,222.00
2013,8,9E,Endeavor Air Inc.,LGA,"New York, NY: LaGuardia",108.00,15.00,5.36,0.90,5.56,0.00,3.18,13.00,0.00,867.00,360.00,26.00,335.00,0.00,146.00
2013,8,9E,Endeavor Air Inc.,ATL,"Atlanta, GA: Hartsfield-Jackson Atlanta International",584.00,132.00,22.57,4.22,55.41,0.00,49.80,17.00,0.00,7220.00,1688.00,353.00,2147.00,0.00,3032.00
2013,8,9E,Endeavor Air Inc.,AVL,"Asheville, NC: Asheville Regional",40.00,5.00,1.94,0.00,2.49,0.00,0.57,1.00,0.00,446.00,227.00,0.00,67.00,0.00,152.00
2013,8,9E,Endeavor Air Inc.,EVV,"Evansville, IN: Evansville Regional",103.00,15.00,5.35,0.00,5.10,0.00,4.55,0.00,0.00,617.00,219.00,0.00,224.00,0.00,174.00
2013,8,9E,Endeavor Air Inc.,FNT,"Flint, MI: Bishop International",148.00,18.00,10.26,0.40,3.86,0.00,3.48,1.00,0.00,938.00,603.00,45.00,135.00,0.00,155.00
2013,8,9E,Endeavor Air Inc.,GFK,"Grand Forks, ND: Grand Forks International",66.00,7.00,3.36,0.00,2.49,0.00,1.15,0.00,0.00,412.00,254.00,0.00,63.00,0.00,95.00
2013,8,9E,Endeavor Air Inc.,TYS,"Knoxville, TN: McGhee Tyson",309.00,57.00,22.28,0.95,14.45,0.00,19.32,11.00,0.00,3508.00,1405.00,31.00,734.00,0.00,1338.00
2013,8,9E,Endeavor Air Inc.,CHA,"Chattanooga, TN: Lovell Field",29.00,6.00,3.44,0.51,2.05,0.00,0.00,1.00,0.00,245.00,170.00,21.00,54.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,GSP,"Greer, SC: Greenville-Spartanburg International",174.00,38.00,11.97,1.25,8.90,0.00,15.89,2.00,0.00,2327.00,737.00,47.00,351.00,0.00,1192.00
2013,8,9E,Endeavor Air Inc.,CLE,"Cleveland, OH: Cleveland-Hopkins International",232.00,36.00,17.83,0.40,13.14,0.00,4.63,2.00,0.00,1943.00,958.00,60.00,503.00,0.00,422.00
2013,8,9E,Endeavor Air Inc.,ERI,"Erie, PA: Erie International/Tom Ridge Field",105.00,13.00,9.87,0.00,1.35,0.00,1.78,1.00,0.00,645.00,489.00,0.00,30.00,0.00,126.00
2013,8,9E,Endeavor Air Inc.,BIS,"Bismarck/Mandan, ND: Bismarck Municipal",55.00,8.00,5.45,0.00,2.26,0.00,0.29,0.00,0.00,423.00,352.00,0.00,59.00,0.00,12.00
2013,8,9E,Endeavor Air Inc.,ROA,"Roanoke, VA: Roanoke Blacksburg Regional Woodrum Field",55.00,12.00,5.72,0.00,2.72,0.00,3.56,5.00,1.00,724.00,434.00,0.00,115.00,0.00,175.00
2013,8,9E,Endeavor Air Inc.,RST,"Rochester, MN: Rochester International",83.00,20.00,9.31,1.00,3.69,0.00,6.00,0.00,0.00,739.00,371.00,63.00,117.00,0.00,188.00
2013,8,9E,Endeavor Air Inc.,AZO,"Kalamazoo, MI: Kalamazoo/Battle Creek International",137.00,11.00,6.86,1.00,0.37,0.00,2.76,0.00,0.00,465.00,195.00,151.00,19.00,0.00,100.00
2013,8,9E,Endeavor Air Inc.,ICT,"Wichita, KS: Wichita Dwight D Eisenhower National",84.00,18.00,4.60,0.72,12.32,0.00,0.35,0.00,0.00,588.00,190.00,13.00,373.00,0.00,12.00
2013,8,9E,Endeavor Air Inc.,PIA,"Peoria, IL: General Downing - Peoria International",85.00,13.00,8.25,0.00,3.01,0.00,1.73,1.00,0.00,702.00,420.00,0.00,123.00,0.00,159.00
2013,8,9E,Endeavor Air Inc.,MBS,"Saginaw/Bay City/Midland, MI: MBS International",208.00,29.00,20.30,0.02,1.79,0.00,6.88,1.00,0.00,1347.00,997.00,1.00,82.00,0.00,267.00
2013,8,9E,Endeavor Air Inc.,ATW,"Appleton, WI: Appleton International",214.00,27.00,12.36,0.98,10.24,0.00,3.42,1.00,0.00,1174.00,584.00,93.00,278.00,0.00,219.00
2013,8,9E,Endeavor Air Inc.,ORF,"Norfolk, VA: Norfolk International",192.00,24.00,10.33,0.36,5.67,0.00,7.65,2.00,1.00,1313.00,547.00,43.00,251.00,0.00,472.00
2013,8,9E,Endeavor Air Inc.,SBN,"South Bend, IN: South Bend International",189.00,25.00,14.80,0.32,6.36,0.00,3.51,1.00,1.00,974.00,502.00,34.00,219.00,0.00,219.00
2013,8,9E,Endeavor Air Inc.,LAN,"Lansing, MI: Capital Region International",230.00,32.00,19.48,0.01,6.49,0.00,6.03,0.00,0.00,1546.00,918.00,1.00,289.00,0.00,338.00
2013,8,9E,Endeavor Air Inc.,ELM,"Elmira/Corning, NY: Elmira/Corning Regional",37.00,4.00,0.12,0.00,1.00,0.00,2.88,0.00,0.00,225.00,18.00,0.00,21.00,0.00,186.00
2013,8,9E,Endeavor Air Inc.,GSO,"Greensboro/High Point, NC: Piedmont Triad International",35.00,4.00,3.97,0.00,0.00,0.00,0.03,0.00,0.00,175.00,173.00,0.00,0.00,0.00,2.00
2013,8,9E,Endeavor Air Inc.,MQT,"Marquette, MI: Sawyer International",76.00,13.00,6.29,0.59,5.21,0.00,0.92,0.00,0.00,568.00,323.00,55.00,146.00,0.00,44.00
2013,8,9E,Endeavor Air Inc.,CMH,"Columbus, OH: John Glenn Columbus International",108.00,12.00,6.52,0.00,4.48,0.52,0.48,0.00,0.00,395.00,214.00,0.00,152.00,15.00,14.00
2013,8,9E,Endeavor Air Inc.,TPA,"Tampa, FL: Tampa International",28.00,3.00,1.26,0.00,0.12,0.00,1.62,0.00,0.00,200.00,64.00,0.00,2.00,0.00,134.00
2013,8,9E,Endeavor Air Inc.,BMI,"Bloomington/Normal, IL: Central Il Regional Airport at Bloomington",108.00,16.00,8.63,1.37,4.09,0.00,1.91,0.00,0.00,948.00,541.00,152.00,164.00,0.00,91.00
2013,8,9E,Endeavor Air Inc.,GRB,"Green Bay, WI: Green Bay Austin Straubel International",196.00,28.00,12.86,0.55,8.59,0.00,5.99,0.00,0.00,1161.00,656.00,70.00,218.00,0.00,217.00
2013,8,9E,Endeavor Air Inc.,ALB,"Albany, NY: Albany International",159.00,20.00,12.82,0.76,1.99,0.00,4.42,0.00,1.00,866.00,563.00,25.00,119.00,0.00,159.00
2013,8,9E,Endeavor Air Inc.,CID,"Cedar Rapids/Iowa City, IA: The Eastern Iowa",232.00,41.00,20.31,1.61,9.98,0.00,9.11,0.00,0.00,1970.00,933.00,159.00,343.00,0.00,535.00
2013,8,9E,Endeavor Air Inc.,ABE,"Allentown/Bethlehem/Easton, PA: Lehigh Valley International",60.00,12.00,4.47,0.00,3.10,0.00,4.42,0.00,0.00,500.00,129.00,0.00,93.00,0.00,278.00
2013,8,9E,Endeavor Air Inc.,RIC,"Richmond, VA: Richmond International",188.00,30.00,21.96,1.01,4.65,0.00,2.38,1.00,0.00,1469.00,1088.00,52.00,169.00,0.00,160.00
2013,8,9E,Endeavor Air Inc.,PLN,"Pellston, MI: Pellston Regional Airport of Emmet County",112.00,14.00,9.36,0.78,2.22,0.00,1.64,0.00,0.00,778.00,594.00,50.00,55.00,0.00,79.00
2013,8,9E,Endeavor Air Inc.,FWA,"Fort Wayne, IN: Fort Wayne International",289.00,48.00,19.25,1.03,17.75,0.00,9.97,1.00,0.00,2190.00,1140.00,74.00,488.00,0.00,488.00
2013,8,9E,Endeavor Air Inc.,CRW,"Charleston/Dunbar, WV: Yeager",46.00,6.00,3.80,0.38,0.94,0.00,0.88,0.00,1.00,457.00,181.00,53.00,118.00,0.00,105.00
2013,8,9E,Endeavor Air Inc.,TLH,"Tallahassee, FL: Tallahassee International",3.00,1.00,0.68,0.00,0.32,0.00,0.00,0.00,0.00,62.00,42.00,0.00,20.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,CWA,"Mosinee, WI: Central Wisconsin",149.00,19.00,11.50,1.00,3.81,0.00,2.69,2.00,1.00,810.00,528.00,49.00,142.00,0.00,91.00
2013,8,9E,Endeavor Air Inc.,MOT,"Minot, ND: Minot International",2.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,SWF,"Newburgh/Poughkeepsie, NY: New York Stewart International",88.00,12.00,6.20,0.00,3.78,0.00,2.02,1.00,2.00,424.00,149.00,0.00,162.00,0.00,113.00
2013,8,9E,Endeavor Air Inc.,HSV,"Huntsville, AL: Huntsville International-Carl T Jones Field",47.00,9.00,2.91,0.87,3.00,0.00,2.22,1.00,0.00,328.00,67.00,53.00,89.00,0.00,119.00
2013,8,9E,Endeavor Air Inc.,BGM,"Binghamton, NY: Greater Binghamton/Edwin A. Link Field",88.00,17.00,7.42,1.34,4.78,0.00,3.47,1.00,1.00,740.00,321.00,60.00,211.00,0.00,148.00
2013,8,9E,Endeavor Air Inc.,ESC,"Escanaba, MI: Delta County",53.00,10.00,4.39,0.53,4.71,0.00,0.37,0.00,1.00,567.00,303.00,54.00,177.00,0.00,33.00
2013,8,9E,Endeavor Air Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",289.00,42.00,17.09,1.47,13.18,0.00,10.27,7.00,0.00,2384.00,939.00,190.00,445.00,0.00,810.00
2013,8,9E,Endeavor Air Inc.,MHT,"Manchester, NH: Manchester-Boston Regional",121.00,16.00,8.93,0.34,2.99,0.00,3.74,0.00,0.00,891.00,521.00,45.00,180.00,0.00,145.00
2013,8,9E,Endeavor Air Inc.,CAE,"Columbia, SC: Columbia Metropolitan",27.00,4.00,1.89,0.00,1.11,0.00,1.00,0.00,0.00,145.00,78.00,0.00,28.00,0.00,39.00
2013,8,9E,Endeavor Air Inc.,BHM,"Birmingham, AL: Birmingham-Shuttlesworth International",115.00,21.00,5.70,0.67,7.51,1.00,6.12,5.00,1.00,1093.00,459.00,14.00,234.00,16.00,370.00
2013,8,9E,Endeavor Air Inc.,ITH,"Ithaca/Cortland, NY: Ithaca Tompkins Regional",88.00,15.00,7.77,0.00,4.05,0.00,3.18,0.00,0.00,536.00,258.00,0.00,162.00,0.00,116.00
2013,8,9E,Endeavor Air Inc.,HPN,"White Plains, NY: Westchester County",88.00,8.00,5.11,0.00,1.89,0.00,1.00,1.00,0.00,344.00,194.00,0.00,69.00,0.00,81.00
2013,8,9E,Endeavor Air Inc.,LIT,"Little Rock, AR: Bill and Hillary Clinton Nat Adams Field",3.00,1.00,0.98,0.00,0.00,0.00,0.02,0.00,0.00,82.00,80.00,0.00,0.00,0.00,2.00
2013,8,9E,Endeavor Air Inc.,SCE,"State College, PA: University Park",88.00,10.00,4.49,1.18,1.82,0.00,2.51,0.00,1.00,464.00,220.00,33.00,79.00,0.00,132.00
2013,8,9E,Endeavor Air Inc.,AVP,"Scranton/Wilkes-Barre, PA: Wilkes Barre Scranton International",91.00,13.00,5.39,0.94,1.99,0.00,4.68,0.00,0.00,1143.00,560.00,153.00,116.00,0.00,314.00
2013,8,9E,Endeavor Air Inc.,LSE,"La Crosse, WI: La Crosse Regional",89.00,9.00,6.96,0.00,2.04,0.00,0.00,0.00,0.00,379.00,265.00,0.00,114.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,CAK,"Akron, OH: Akron-Canton Regional",118.00,21.00,14.76,0.07,0.72,0.90,4.56,0.00,0.00,925.00,558.00,13.00,25.00,18.00,311.00
2013,8,9E,Endeavor Air Inc.,XNA,"Fayetteville, AR: Northwest Arkansas Regional",90.00,15.00,7.57,0.00,1.88,0.00,5.55,4.00,0.00,959.00,501.00,0.00,80.00,0.00,378.00
2013,8,9E,Endeavor Air Inc.,BTV,"Burlington, VT: Burlington International",121.00,16.00,11.63,0.94,1.37,0.00,2.06,0.00,1.00,754.00,567.00,58.00,72.00,0.00,57.00
2013,8,9E,Endeavor Air Inc.,MVY,"Martha's Vineyard, MA: Martha's Vineyard Airport",28.00,3.00,0.00,0.00,2.13,0.00,0.88,0.00,0.00,57.00,0.00,0.00,41.00,0.00,16.00
2013,8,9E,Endeavor Air Inc.,CHS,"Charleston, SC: Charleston AFB/International",74.00,12.00,4.83,0.00,2.37,0.00,4.80,2.00,0.00,852.00,449.00,0.00,89.00,0.00,314.00
2013,8,9E,Endeavor Air Inc.,CIU,"Sault Ste. Marie, MI: Chippewa County International",57.00,10.00,5.18,0.34,3.88,0.00,0.59,0.00,1.00,750.00,509.00,64.00,91.00,0.00,86.00
2013,8,9E,Endeavor Air Inc.,RAP,"Rapid City, SD: Rapid City Regional",11.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
2013,8,9E,Endeavor Air Inc.,PWM,"Portland, ME: Portland International Jetport",122.00,15.00,5.47,0.38,5.06,0.00,4.09,0.00,0.00,603.00,170.00,62.00,229.00,0.00,142.00
2013,8,AA,American Airlines Inc.,JFK,"New York, NY: John F. Kennedy International",1187.00,230.00,42.48,6.71,121.49,0.00,59.33,3.00,7.00,15229.00,2955.00,344.00,6299.00,0.00,5631.00
2013,8,AA,American Airlines Inc.,LAX,"Los Angeles, CA: Los Angeles International",2720.00,465.00,125.55,14.84,160.30,0.45,163.85,13.00,3.00,23910.00,5975.00,1727.00,5299.00,15.00,10894.00
2013,8,AA,American Airlines Inc.,MCO,"Orlando, FL: Orlando International",824.00,146.00,67.15,9.22,31.06,0.00,38.57,2.00,4.00,6964.00,2861.00,561.00,861.00,0.00,2681.00
2013,8,AA,American Airlines Inc.,BOS,"Boston, MA: Logan International",1054.00,251.00,63.11,5.06,105.78,0.00,77.05,3.00,1.00,13734.00,3752.00,275.00,4876.00,0.00,4831.00
2013,8,AA,American Airlines Inc.,OGG,"Kahului, HI: Kahului Airport",118.00,43.00,10.11,0.00,26.50,0.00,6.40,0.00,1.00,1614.00,496.00,0.00,630.00,0.00,488.00
2013,8,AA,American Airlines Inc.,IAD,"Washington, DC: Washington Dulles International",299.00,54.00,18.88,3.61,18.54,0.00,12.97,2.00,0.00,2273.00,939.00,201.00,473.00,0.00,660.00
2013,8,AA,American Airlines Inc.,HNL,"Honolulu, HI: Daniel K Inouye International",211.00,63.00,23.74,0.00,30.47,0.88,7.92,0.00,3.00,3053.00,1305.00,0.00,1065.00,14.00,669.00
2013,8,AA,American Airlines Inc.,EWR,"Newark, NJ: Newark Liberty International",302.00,81.00,26.38,1.81,35.86,0.12,16.83,6.00,3.00,4511.00,1116.00,201.00,1674.00,6.00,1514.00
2013,8,AA,American Airlines Inc.,DFW,"Dallas/Fort Worth, TX: Dallas/Fort Worth International",13532.00,1814.00,473.60,46.94,429.37,3.70,860.39,222.00,91.00,114117.00,37672.00,4753.00,17217.00,188.00,54287.00
2013,8,AA,American Airlines Inc.,MIA,"Miami, FL: Miami International",4056.00,536.00,163.31,20.43,155.28,0.96,196.02,10.00,3.00,33212.00,14542.00,1469.00,4718.00,25.00,12458.00
2013,8,AA,American Airlines Inc.,ORD,"Chicago, IL: Chicago O'Hare International",4611.00,762.00,140.92,16.40,283.65,0.97,320.06,40.00,12.00,45867.00,10126.00,1195.00,14345.00,59.00,20142.00
2013,8,AA,American Airlines Inc.,SAN,"San Diego, CA: San Diego International",463.00,96.00,31.65,5.86,26.04,0.00,32.45,2.00,0.00,6117.00,2185.00,865.00,877.00,0.00,2190.00
2013,8,AA,American Airlines Inc.,LAS,"Las Vegas, NV: McCarran International",851.00,183.00,69.19,7.58,43.14,0.00,63.09,6.00,0.00,9432.00,3209.00,717.00,1456.00,0.00,4050.00
2013,8,AA,American Airlines Inc.,DCA,"Washington, DC: Ronald Reagan Washington National",966.00,167.00,50.47,5.36,48.63,0.00,62.54,15.00,1.00,6814.00,2316.00,301.00,1429.00,0.00,2768.00
2013,8,AA,American Airlines Inc.,LGA,"New York, NY: LaGuardia",1365.00,235.00,41.06,9.16,125.40,0.00,59.38,19.00,10.00,14255.00,2105.00,563.00,7645.00,0.00,3942.00
2013,8,AA,American Airlines Inc.,AUS,"Austin, TX: Austin - Bergstrom International",661.00,122.00,47.32,6.35,18.34,0.00,49.99,12.00,0.00,6574.00,2162.00,914.00,853.00,0.00,2645.00
2013,8,AA,American Airlines Inc.,SFO,"San Francisco, CA: San Francisco International",947.00,320.00,65.10,8.30,175.62,0.00,70.98,7.00,3.00,19815.00,3844.00,855.00,10354.00,0.00,4762.00
2013,8,AA,American Airlines Inc.,ANC,"Anchorage, AK: Ted Stevens Anchorage International",31.00,6.00,3.43,0.00,0.58,0.00,1.99,0.00,0.00,345.00,136.00,0.00,20.00,0.00,189.00
2013,8,AA,American Airlines Inc.,LIH,"Lihue, HI: Lihue Airport",59.00,20.00,2.61,0.00,16.55,0.00,0.83,1.00,0.00,592.00,193.00,0.00,351.00,0.00,48.00
2013,8,AA,American Airlines Inc.,SLC,"Salt Lake City, UT: Salt Lake City International",149.00,37.00,14.62,1.08,6.81,0.00,14.48,4.00,1.00,1810.00,538.00,286.00,240.00,0.00,746.00
2013,8,AA,American Airlines Inc.,MFE,"Mission/McAllen/Edinburg, TX: McAllen Miller International",149.00,40.00,22.81,1.23,3.36,0.00,12.60,1.00,1.00,1764.00,761.00,186.00,90.00,0.00,727.00
2013,8,AA,American Airlines Inc.,BNA,"Nashville, TN: Nashville International",332.00,56.00,29.02,0.97,5.49,0.00,20.52,3.00,0.00,2936.00,1605.00,115.00,205.00,0.00,1011.00
2013,8,AA,American Airlines Inc.,SEA,"Seattle, WA: Seattle/Tacoma International",518.00,110.00,39.82,4.71,24.92,0.00,40.55,1.00,0.00,5409.00,1973.00,415.00,911.00,0.00,2110.00
2013,8,AA,American Airlines Inc.,KOA,"Kona, HI: Ellison Onizuka Kona International at Keahole",31.00,17.00,1.61,0.00,14.83,0.00,0.57,0.00,0.00,493.00,60.00,0.00,395.00,0.00,38.00
2013,8,AA,American Airlines Inc.,FLL,"Fort Lauderdale, FL: Fort Lauderdale-Hollywood International",266.00,54.00,21.35,0.94,13.14,0.00,18.58,0.00,0.00,2488.00,797.00,175.00,344.00,0.00,1172.00
2013,8,AA,American Airlines Inc.,STL,"St. Louis, MO: St Louis Lambert International",819.00,123.00,47.43,4.75,25.81,0.00,45.01,14.00,0.00,6732.00,2415.00,303.00,934.00,0.00,3080.00
2013,8,AA,American Airlines Inc.,MSP,"Minneapolis, MN: Minneapolis-St Paul International",322.00,74.00,26.28,2.80,13.24,0.00,31.67,3.00,0.00,3849.00,1110.00,165.00,541.00,0.00,2033.00
2013,8,AA,American Airlines Inc.,PHL,"Philadelphia, PA: Philadelphia International",333.00,81.00,19.66,3.90,37.20,0.41,19.83,1.00,1.00,4640.00,823.00,374.00,2227.00,28.00,1188.00
2013,8,AA,American Airlines Inc.,STT,"Charlotte Amalie, VI: Cyril E King",115.00,15.00,7.83,0.00,3.42,0.00,3.75,0.00,0.00,599.00,308.00,0.00,130.00,0.00,161.00
2013,8,AA,American Airlines Inc.,DEN,"Denver, CO: Denver International",424.00,94.00,45.94,2.12,24.05,0.00,21.89,6.00,4.00,4217.00,1831.00,156.00,790.00,0.00,1440.00
2013,8,AA,American Airlines Inc.,CLT,"Charlotte, NC: Charlotte Douglas International",176.00,38.00,13.77,0.73,9.58,0.00,13.92,3.00,0.00,1890.00,583.00,98.00,263.00,0.00,946.00
2013,8,AA,American Airlines Inc.,DAY,"Dayton, OH: James M Cox/Dayton International",88.00,17.00,9.13,1.70,2.56,0.00,3.61,0.00,0.00,1185.00,582.00,319.00,60.00,0.00,224.00
2013,8,AA,American Airlines Inc.,RSW,"Fort Myers, FL: Southwest Florida International",118.00,23.00,7.22,0.74,3.87,0.00,11.17,0.00,1.00,901.00,273.00,33.00,92.00,0.00,503.00
2013,8,AA,American Airlines Inc.,MCI,"Kansas City, MO: Kansas City International",297.00,44.00,23.64,1.31,1.54,0.00,17.50,7.00,1.00,2365.00,942.00,61.00,48.00,0.00,1314.00
2013,8,AA,American Airlines Inc.,PHX,"Phoenix, AZ: Phoenix Sky Harbor International",364.00,72.00,37.96,1.93,14.72,0.00,17.39,7.00,0.00,3319.00,1696.00,141.00,432.00,0.00,1050.00
2013,8,AA,American Airlines Inc.,PDX,"Portland, OR: Portland International",210.00,45.00,20.73,1.95,7.09,0.00,15.23,3.00,0.00,2746.00,1187.00,264.00,225.00,0.00,1070.00
2013,8,AA,American Airlines Inc.,IND,"Indianapolis, IN: Indianapolis International",180.00,34.00,16.11,3.14,5.63,0.00,9.12,3.00,1.00,2276.00,1120.00,348.00,194.00,0.00,614.00
2013,8,AA,American Airlines Inc.,TUS,"Tucson, AZ: Tucson International",246.00,52.00,20.39,2.21,7.71,0.00,21.69,4.00,0.00,2648.00,911.00,99.00,293.00,0.00,1345.00
2013,8,AA,American Airlines Inc.,TUL,"Tulsa, OK: Tulsa International",243.00,53.00,28.57,1.91,2.76,0.00,19.76,4.00,0.00,3065.00,1361.00,263.00,189.00,0.00,1252.00
2013,8,AA,American Airlines Inc.,DTW,"Detroit, MI: Detroit Metro Wayne County",227.00,51.00,26.22,0.00,11.88,0.00,12.90,4.00,2.00,2233.00,1120.00,0.00,434.00,0.00,679.00
2013,8,AA,American Airlines Inc.,TPA,"Tampa, FL: Tampa International",542.00,89.00,36.06,2.44,16.31,0.00,34.19,0.00,6.00,4771.00,1899.00,237.00,600.00,0.00,2035.00
2013,8,AA,American Airlines Inc.,RDU,"Raleigh/Durham, NC: Raleigh-Durham International",398.00,63.00,27.93,2.31,9.48,0.00,23.27,3.00,1.00,3292.00,1283.00,237.00,325.00,0.00,1447.00
2013,8,AA,American Airlines Inc.,MSY,"New Orleans, LA: Louis Armstrong New Orleans International",327.00,55.00,18.20,2.97,9.74,0.00,24.09,8.00,0.00,2613.00,877.00,189.00,272.00,0.00,1275.00
2013,8,AA,American Airlines Inc.,COS,"Colorado Springs, CO: City of Colorado Springs Municipal",154.00,33.00,15.17,2.08,7.24,0.00,8.51,3.00,0.00,1925.00,971.00,208.00,380.00,0.00,366.00
2013,8,AA,American Airlines Inc.,IAH,"Houston, TX: George Bush Intercontinental/Houston",426.00,80.00,34.36,2.99,22.71,0.00,19.94,6.00,2.00,3555.00,1383.00,219.00,881.00,0.00,1072.00
2013,8,AA,American Airlines Inc.,SDF,"Louisville, KY: Louisville Muhammad Ali International",57.00,6.00,1.76,0.06,0.66,0.00,3.52,1.00,0.00,384.00,111.00,7.00,26.00,0.00,240.00
2013,8,AA,American Airlines Inc.,EGE,"Eagle, CO: Eagle County Regional",31.00,13.00,5.54,0.00,2.29,0.00,5.17,1.00,0.00,914.00,400.00,0.00,69.00,0.00,445.00
2013,8,AA,American Airlines Inc.,SJC,"San Jose, CA: Norman Y. Mineta San Jose International",214.00,53.00,21.38,1.27,12.65,0.00,17.70,1.00,0.00,2373.00,726.00,152.00,422.00,0.00,1073.00
2013,8,AA,American Airlines Inc.,JAC,"Jackson, WY: Jackson Hole",39.00,12.00,8.71,0.99,0.57,0.00,1.73,0.00,1.00,658.00,398.00,145.00,12.00,0.00,103.00
2013,8,AA,American Airlines Inc.,ABQ,"Albuquerque, NM: Albuquerque International Sunport",243.00,50.00,21.92,0.63,4.36,0.00,23.09,6.00,0.00,2116.00,881.00,30.00,163.00,0.00,1042.00
2013,8,AA,American Airlines Inc.,SNA,"Santa Ana, CA: John Wayne Airport-Orange County",374.00,58.00,24.57,1.06,10.89,0.00,21.48,1.00,1.00,2249.00,934.00,99.00,310.00,0.00,906.00
2013,8,AA,American Airlines Inc.,ONT,"Ontario, CA: Ontario International",123.00,24.00,9.00,1.36,4.00,0.00,9.63,0.00,0.00,1181.00,380.00,188.00,118.00,0.00,495.00
2013,8,AA,American Airlines Inc.,SAT,"San Antonio, TX: San Antonio International",450.00,86.00,44.25,4.09,7.79,0.00,29.87,10.00,0.00,4600.00,1955.00,711.00,287.00,0.00,1647.00
2013,8,AA,American Airlines Inc.,ELP,"El Paso, TX: El Paso International",239.00,38.00,10.52,2.75,5.61,0.00,19.12,10.00,0.00,2015.00,587.00,306.00,203.00,0.00,919.00
2013,8,AA,American Airlines Inc.,MKE,"Milwaukee, WI: General Mitchell International",61.00,20.00,7.96,1.87,3.31,0.00,6.87,0.00,0.00,1200.00,321.00,287.00,111.00,0.00,481.00
2013,8,AA,American Airlines Inc.,OMA,"Omaha, NE: Eppley Airfield",148.00,27.00,14.79,0.03,2.11,0.00,10.07,2.00,0.00,1638.00,879.00,7.00,79.00,0.00,673.00
2013,8,AA,American Airlines Inc.,RIC,"Richmond, VA: Richmond International",92.00,16.00,5.66,0.56,2.20,0.00,7.58,2.00,1.00,1090.00,204.00,121.00,52.00,0.00,713.00
